>
2012 01 02  08 21 36   55928.348333   1.0732E-01
2012 01 02  08 31 36   55928.355278   8.7338E-02
2012 01 02  08 41 36   55928.362222   7.8066E-02
2012 01 02  08 51 36   55928.369167   6.9830E-02
2012 01 02  09 01 36   55928.376111   6.1448E-02
2012 01 02  09 11 36   55928.383056   5.8285E-02
2012 01 02  09 21 36   55928.390000   4.5949E-02
2012 01 02  09 31 36   55928.396944   5.6210E-02
2012 01 02  09 41 36   55928.403889   4.9557E-02
2012 01 02  09 51 36   55928.410833   4.5638E-02
2012 01 02  10 01 36   55928.417778   3.8550E-02
2012 01 02  10 11 36   55928.424722   3.8575E-02
2012 01 02  10 21 36   55928.431667   3.7022E-02
2012 01 02  10 31 36   55928.438611   3.6886E-02
2012 01 02  10 41 36   55928.445556   2.8783E-02
2012 01 02  10 51 36   55928.452500   2.6232E-02
2012 01 02  11 01 36   55928.459444   2.1371E-02
2012 01 02  11 11 36   55928.466389   1.5965E-02
2012 01 02  11 21 36   55928.473333   1.1113E-02
2012 01 02  11 31 36   55928.480278  -6.7175E-03
2012 01 02  11 41 36   55928.487222  -1.4655E-02
2012 01 02  11 51 36   55928.494167  -2.1852E-02
2012 01 02  12 01 36   55928.501111  -1.9253E-02
2012 01 02  12 11 36   55928.508056  -1.9924E-02
2012 01 02  12 21 36   55928.515000  -2.0849E-02
2012 01 02  12 31 36   55928.521944  -2.7028E-02
2012 01 02  12 41 36   55928.528889  -2.7421E-02
2012 01 02  12 51 36   55928.535833  -2.3629E-02
2012 01 02  13 01 36   55928.542778  -2.4751E-02
2012 01 02  13 11 36   55928.549722  -2.8704E-03
2012 01 02  13 21 36   55928.556667  -4.7702E-03
2012 01 02  13 31 36   55928.563611   2.6170E-03
2012 01 02  13 41 36   55928.570556   9.3116E-03
2012 01 02  13 51 36   55928.577500   2.8072E-02
2012 01 02  14 01 36   55928.584444   5.0291E-02
2012 01 02  14 11 36   55928.591389   8.2716E-02
2012 01 02  14 21 36   55928.598333   8.8290E-02
2012 01 02  14 31 36   55928.605278   1.0625E-01
2012 01 02  14 41 36   55928.612222   1.0426E-01
2012 01 02  14 51 36   55928.619167   1.0337E-01
2012 01 02  15 01 36   55928.626111   1.0131E-01
2012 01 02  15 11 36   55928.633056   1.0106E-01
2012 01 02  15 21 36   55928.640000   1.1281E-01
2012 01 02  15 31 36   55928.646944   1.1809E-01
2012 01 02  15 41 36   55928.653889   1.0580E-01
2012 01 02  15 51 36   55928.660833   7.9811E-02
2012 01 02  16 01 36   55928.667778   6.1724E-02
2012 01 02  16 11 36   55928.674722   6.3597E-02
2012 01 02  16 21 36   55928.681667   5.6783E-02
2012 01 02  16 31 36   55928.688611   6.3846E-02
2012 01 02  16 41 36   55928.695556   7.5114E-02
2012 01 02  16 51 36   55928.702500   7.8701E-02
2012 01 02  17 01 36   55928.709444   9.9463E-02
2012 01 02  17 11 36   55928.716389   1.0225E-01
2012 01 02  17 21 36   55928.723333   9.8753E-02
2012 01 02  17 31 36   55928.730278   1.0151E-01
2012 01 02  17 41 36   55928.737222   1.2655E-01
2012 01 02  17 51 36   55928.744167   1.4251E-01
2012 01 02  18 01 36   55928.751111   1.5747E-01
2012 01 02  18 11 36   55928.758056   1.6915E-01
2012 01 02  18 21 36   55928.765000   1.6717E-01
2012 01 02  18 31 36   55928.771944   1.7348E-01
2012 01 02  18 41 36   55928.778889   1.7523E-01
2012 01 02  18 51 36   55928.785833   1.5833E-01
2012 01 02  19 01 36   55928.792778   1.6190E-01
2012 01 02  19 11 36   55928.799722   1.5125E-01
2012 01 02  19 21 36   55928.806667   1.3580E-01
2012 01 02  19 31 36   55928.813611   1.2218E-01
2012 01 02  19 41 36   55928.820556   1.1139E-01
2012 01 02  19 51 36   55928.827500   9.9786E-02
2012 01 02  20 01 36   55928.834444   1.0159E-01
2012 01 02  20 11 36   55928.841389   7.9354E-02
2012 01 02  20 21 36   55928.848333   4.0123E-02
2012 01 02  20 31 36   55928.855278   1.0126E-02
2012 01 02  20 41 36   55928.862222  -1.9902E-02
2012 01 02  20 51 36   55928.869167  -1.9861E-03
