 243   0 2 0 4 0 0 3 0 0 0 2 .00000 .00000 .00000      .00000 .000010  .000000
 244   0 2 0 4 1-2 0-1 0 0 2 .00000 .00000 .00000      .00000 .000053  .000000
 245   0 2 0 4 1-2 1-1 0 0 2 .00000 .00000 .00000      .00000 .000020  .000000
 246   0 2 0 4 2-4 0 0 0 0 2 .00000 .00000 .00000      .00000 .000015  .000000
 247   0 2 0 5-5 1 0 1 0 0 0 .00000 .00000 .00000      .00000 .000026  .000000
 248   0 2 0 5-5 1 1 1 0 0 0 .00000 .00000 .00000      .00000 .000010  .000000
 249   0 2 0 5-4-1-1 0 0 0 0 .00000 .00000 .00000      .00000 .000011  .000000
 250   0 2 0 5-4-1 0 0 0 0 0 .00000 .00000 .00000      .00000 .000040  .000000
 251 122 2 0 5-4 1 0 0 0 0 0 .00023 .00023 .00023      .00023 .000223  .000000
 252   0 2 0 5-4 1 1 0 0 0 0 .00000 .00000 .00000      .00000 .000092  .000000
 253   0 2 0 5-3-1 0 1 0 0 0 .00000 .00000 .00000      .00000 .000089  .000000
 254   0 2 0 5-3-1 1 1 0 0 0 .00000 .00000 .00000      .00000 .000036  .000000
 255   0 2 0 5-2-3 0 0 0 0 0 .00000 .00000 .00000      .00000 .000027  .000000
 256   0 3 0 5-2-2 0 0 0 0-1 .00000 .00000 .00000      .00000 .000004  .000000
 257 123 2 0 5-2-1 0 0 0 0 0 .00116 .00116 .00116      .00116 .001155  .000000
 258 124 2 0 5-2-1 1 0 0 0 0 .00048 .00048 .00048      .00048 .000478  .000000
 259   0 2 0 5-2-1 2 0 0 0 0 .00000 .00000 .00000      .00000 .000045  .000000
 260   0 3 0 5-2 0 0 0 0 0-1 .00000 .00000 .00000      .00000 .000018  .000000
 261   0 3 0 5-2 0 1 0 0 0-1 .00000 .00000 .00000      .00000 .000011  .000000
 262   0 2 0 5-1-3 0 1 0 0 0 .00000 .00000 .00000      .00000 .000010  .000000
 263   0 2 0 5-1-1 0-1 0 0 2 .00000 .00000 .00000      .00000 .000022  .000000
 264 125 2 0 5 0-3 0 0 0 0 0 .00045 .00045 .00045      .00045 .000446  .000000
 265 126 2 0 5 0-3 1 0 0 0 0 .00019 .00019 .00019      .00019 .000185  .000000
 266   0 2 0 5 0-3 2 0 0 0 0 .00000 .00000 .00000      .00000 .000018  .000000
 267   0 3 0 5 0-2 0 0 0 0-1 .00000 .00000 .00000      .00000 .000018  .000000
 268   0 3 0 5 0-2 1 0 0 0-1 .00000 .00000 .00000      .00000 .000011  .000000
 269   0 2 0 6-5 0 0 1 0 0 0 .00000 .00000 .00000      .00000 .000016  .000000
 270 127 2 0 6-4 0 0 0 0 0 0 .00012 .00012 .00012      .00012 .000119  .000000
 271   0 2 0 6-4 0 1 0 0 0 0 .00000 .00000 .00000      .00000 .000049  .000000
 272   0 2 0 6-3-2 0 1 0 0 0 .00000 .00000 .00000      .00000 .000016  .000000
 273 128 2 0 6-2-2 0 0 0 0 0 .00019 .00019 .00019      .00019 .000191  .000000
 274   0 2 0 6-2-2 1 0 0 0 0 .00000 .00000 .00000      .00000 .000079  .000000
 275   0 3 0 6-2-1 0 0 0 0-1 .00000 .00000 .00000      .00000 .000006  .000000
 276   0 2 0 6 0-4 0 0 0 0 0 .00000 .00000 .00000      .00000 .000046  .000000
 277   0 2 0 6 0-4 1 0 0 0 0 .00000 .00000 .00000      .00000 .000019  .000000
 278   0 2 0 7-4-1 0 0 0 0 0 .00000 .00000 .00000      .00000 .000032  .000000
 279   0 2 0 7-4-1 1 0 0 0 0 .00000 .00000 .00000      .00000 .000013  .000000
 280   0 2 0 7-2-3 0 0 0 0 0 .00000 .00000 .00000      .00000 .000026  .000000
 281   0 2 0 7-2-3 1 0 0 0 0 .00000 .00000 .00000      .00000 .000011  .000000
 282   0 2 1-7 4 2 0 0 0 0-1 .00000 .00000 .00000      .00000 .000015  .000000
 283   0 2 1-6 0 5 0 0 0 0-1 .00000 .00000 .00000      .00000 .000011  .000000
 284   0 2 1-6 2 3-1 0 0 0-1 .00000 .00000 .00000      .00000 .000012  .000000
 285   0 2 1-6 2 3 0 0 0 0-1 .00000 .00000 .00000      .00000 .000063  .000000
 286   0 2 1-6 4 1-1 0 0 0-1 .00000 .00000 .00000      .00000 .000014  .000000
 287   0 2 1-6 4 1 0 0 0 0-1 .00000 .00000 .00000      .00000 .000076  .000000
 288   0 2 1-6 5 1 0-1 0 0-1 .00000 .00000 .00000      .00000 .000011  .000000
 289   0 2 1-6 6-1 0 0 0 0-1 .00000 .00000 .00000      .00000 .000015  .000000
 290   0 3 1-5 0 3 0 0 0 0 2 .00000 .00000 .00000      .00000 .000014  .000000
 291   0 2 1-5 0 4-1 0 0 0-1 .00000 .00000 .00000      .00000 .000021  .000000
 292 129 2 1-5 0 4 0 0 0 0-1 .00011 .00011 .00011      .00011 .000110  .000000
 293   0 2 1-5 1 2 0 1 0 0 1 .00000 .00000 .00000      .00000 .000011  .000000
 294   0 3 1-5 2 1-1 0 0 0 2 .00000 .00000 .00000      .00000 .000012  .000000
 295   0 3 1-5 2 1 0 0 0 0 2 .00000 .00000 .00000      .00000 .000031  .000000
 296   0 2 1-5 2 2-1 0 0 0-1 .00000 .00000 .00000      .00000 .000087  .000000
 297 130 2 1-5 2 2 0 0 0 0-1 .00046 .00046 .00046      .00046 .000461  .000000
 298   0 2 1-5 3 2 0-1 0 0-1 .00000 .00000 .00000      .00000 .000038  .000000
 299   0 2 1-5 4 0-1 0 0 0-1 .00000 .00000 .00000      .00000 .000054  .000000
 300 131 2 1-5 4 0 0 0 0 0-1 .00028 .00028 .00028      .00028 .000286  .000000
 301   0 2 1-5 5 0 0-1 0 0-1 .00000 .00000 .00000      .00000 .000037  .000000
 302   0 2 1-5 6-2 0 0 0 0-1 .00000 .00000 .00000      .00000 .000017  .000000
 303   0 2 1-4-1 3 0 1 0 0 1 .00000 .00000 .00000      .00000 .000020  .000000
 304   0 2 1-4 0 1-2 0 0 0 1 .00000 .00000 .00000      .00000 .000009  .000000
 305   0 3 1-4 0 2-1 0 0 0 2 .00000 .00000 .00000      .00000 .000040  .000000
 306 132 3 1-4 0 2 0 0 0 0 2 .00010 .00010 .00010      .00010 .000100  .000000
 307 133 2 1-4 0 3-1 0 0 0-1 .00020 .00020 .00020      .00021 .000203  .000000
 308 134 2 1-4 0 3 0 0 0 0-1 .00108 .00108 .00108      .00108 .001074  .000000
 309   0 2 1-4 1 1-1 1 0 0 1 .00000 .00000 .00000      .00000 .000009  .000000
 310 135 2 1-4 1 1 0 1 0 0 1 .00006 .00006 .00006      .00000 .000053  .000000
 311   0 2 1-4 1 2 0 0 0 0 1 .00000 .00000 .00000      .00000 .000017  .000000
 312   0 2 1-4 1 3 0-1 0 0-1 .00000 .00000 .00000      .00000 .000023  .000000
 313   0 2 1-4 2-1-2 0 0 0 1 .00000 .00000 .00000      .00000 .000012  .000000
 314   0 3 1-4 2 0-1 0 0 0 2 .00000 .00000 .00000      .00000 .000040  .000000
 315 136 3 1-4 2 0 0 0 0 0 2 .00010 .00010 .00010      .00010 .000101  .000000
 316   0 2 1-4 2 1-2 0 0 0 1 .00000 .00000 .00000      .00000 .000014  .000000
 317 137 2 1-4 2 1-1 0 0 0-1 .00053 .00053 .00053      .00053 .000525  .000000
 318 138 2 1-4 2 1 0 0 0 0-1 .00279 .00279 .00279      .00278 .002783 -.000002
 319   0 2 1-4 2 3 0 0 0 0 1 .00000 .00000 .00000      .00000 .000010  .000000
 320   0 2 1-4 3-1 0 1 0 0 1 .00000 .00000 .00000      .00000 .000011  .000000
 321   0 3 1-4 3 0 0-1 0 0 2 .00000 .00000 .00000      .00000 .000007  .000000
 322   0 2 1-4 3 0 0 0 0 0 1 .00000 .00000 .00000      .00000 .000014  .000000
 323   0 2 1-4 3 1-1-1 0 0-1 .00000 .00000 .00000      .00000 .000039  .000000
 324 139 2 1-4 3 1 0-1 0 0-1 .00022 .00022 .00022      .00021 .000210  .000000
 325 140 2 1-4 4-1-1 0 0 0-1 .00010 .00010 .00010      .00010 .000101  .000000
 326 141 2 1-4 4-1 0 0 0 0-1 .00053 .00053 .00053      .00054 .000538  .000000
 327   0 2 1-4 4 1 0 0 0 0 1 .00000 .00000 .00000      .00000 .000026  .000000
 328   0 2 1-4 4 1 1 0 0 0-1 .00000 .00000 .00000      .00000 .000012  .000000
 329   0 2 1-4 5-1-1-1 0 0-1 .00000 .00000 .00000      .00000 .000011  .000000
 330 142 2 1-4 5-1 0-1 0 0-1 .00006 .00006 .00006      .00000 .000061  .000000
 331   0 2 1-3-2 2-2 0 0 0 1 .00000 .00000 .00000      .00000 .000012  .000000
 332   0 2 1-3-2 4 0 0 0 0 1 .00000 .00000 .00000      .00000 .000036  .000000
 333   0 2 1-3-1 2-1 1 0 0 1 .00000 .00000 .00000      .00000 .000022  .000000
 334 143 2 1-3-1 2 0 1 0 0 1 .00013 .00013 .00013      .00013 .000129  .000000
 335   0 2 1-3 0 0-3 0 0 0 1 .00000 .00000 .00000      .00000 .000011  .000000
 336 144 2 1-3 0 0-2 0 0 0 1 .00006 .00006 .00006      .00000 .000057  .000000
 337   0 4 1-3 0 0-1 0 0 0-1 .00000 .00000 .00000      .00000 .000007  .000000
 338   0 4 1-3 0 0 0 0 0 0-1 .00000 .00000 .00000      .00000 .000012  .000000
 339   0 3 1-3 0 1-2 0 0 0 2 .00000 .00000 .00000      .00000 .000018  .000000
 340 145 3 1-3 0 1-1 0 0 0 2 .00023 .00023 .00023      .00023 .000229  .000000
 341 146 3 1-3 0 1 0 0 0 0 2 .00058 .00058 .00058      .00058 .000580  .000000
 342 147 2 1-3 0 2-2 0 0 0 1 .00007 .00006 .00004      .00000 .000045  .000000
 343 148 2 1-3 0 2-1 0 0 0-1 .00180 .00180 .00180      .00180 .001801 -.000005
 344 149 2 1-3 0 2 0 0 0 0-1 .00956 .00954 .00954 2Q1  .00955 .009545 -.000007
 345   0 3 1-3 0 3 0 0 0 0 2 .00000 .00000 .00000      .00000 .000014  .000000
 346   0 2 1-3 0 4 0 0 0 0 1 .00000 .00000 .00000      .00000 .000015  .000000
 347   0 2 1-3 1 0-1 1 0 0 1 .00000 .00000 .00000      .00000 .000028  .000000
 348 150 2 1-3 1 0 0 1 0 0 1 .00016 .00016 .00016      .00016 .000162  .000000
 349   0 2 1-3 1 1-1 0 0 0 1 .00000 .00000 .00000      .00000 .000019  .000000
 350   0 3 1-3 1 1 0-1 0 0 2 .00000 .00000 .00000      .00000 .000007  .000000
 351 151 2 1-3 1 1 0 0 0 0 1 .00010 .00010 .00010      .00011 .000102  .000000
 352   0 2 1-3 1 2-1-1 0 0-1 .00000 .00000 .00000      .00000 .000025  .000000
 353 152 2 1-3 1 2 0-1 0 0-1 .00014 .00014 .00014      .00015 .000146  .000000
 354   0 2 1-3 2-2-2 0 0 0 1 .00000 .00000 .00000      .00000 .000013  .000000
 355   0 3 1-3 2-1-1 0 0 0 2 .00000 .00000 .00000      .00000 .000043  .000000
 356 153 3 1-3 2-1 0 0 0 0 2 .00012 .00012 .00012      .00011 .000108  .000000
 357 154 2 1-3 2 0-2 0 0 0 1 .00007 .00007 .00006      .00000 .000065  .000000
 358 155 2 1-3 2 0-1 0 0 0-1 .00217 .00217 .00217      .00218 .002173  .000000
 359 156 2 1-3 2 0 0 0 0 0-1 .01153 .01153 .01153 SIG1 .01153 .011520 -.000005
 360   0 3 1-3 2 1 0 0 0 0 2 .00000 .00000 .00000      .00000 .000040  .000000
 361 157 2 1-3 2 2 0 0 0 0 1 .00010 .00010 .00010      .00000 .000096  .000000
 362   0 2 1-3 2 2 1 0 0 0-1 .00000 .00000 .00000      .00000 .000037  .000000
 363   0 2 1-3 3-1 0 0 0 0 1 .00000 .00000 .00000      .00000 .000029  .000000
 364 158 2 1-3 3 0-1-1 0 0-1 .00014 .00014 .00014      .00014 .000144  .000000
 365 159 2 1-3 3 0 0-1 0 0-1 .00078 .00078 .00078      .00079 .000776 -.000001
 366 160 2 1-3 4-2-1 0 0 0-1 .00007 .00007 .00007      .00000 .000066  .000000
 367 161 2 1-3 4-2 0 0 0 0-1 .00034 .00034 .00034      .00035 .000352  .000000
 368   0 3 1-3 4-1 0 0 0 0 2 .00000 .00000 .00000      .00000 .000008  .000000
 369   0 2 1-3 4 0 0-2 0 0-1 .00000 .00000 .00000      .00000 .000037  .000000
 370 162 2 1-3 4 0 0 0 0 0 1 .00011 .00011 .00011      .00000 .000075  .000000
 371 163 2 1-3 4 0 1 0 0 0-1 .00004 .00004 .00004      .00000 .000049  .000000
 372   0 2 1-3 5-2 0-1 0 0-1 .00000 .00000 .00000      .00000 .000032  .000000
 373   0 2 1-3 5 0 0-1 0 0 1 .00000 .00000 .00000      .00000 .000011  .000000
 374   0 2 1-2-2 1-3 0 0 0 1 .00000 .00000 .00000      .00000 .000011  .000000
 375 164 2 1-2-2 1-2 0 0 0 1 .00006 .00006 .00006      .00000 .000061  .000000
 376   0 3 1-2-2 2 0 0 0 0 0 .00000 .00000 .00000      .00000 .000013  .000000
 377   0 2 1-2-2 3-1 0 0 0 1 .00000 .00000 .00000      .00000 .000040  .000000
 378 165 2 1-2-2 3 0 0 0 0 1 .00023 .00023 .00023      .00023 .000232  .000000
 379   0 3 1-2-1 0 0 1 0 0 0 .00000 .00000 .00000      .00000 .000011  .000000
 380 166 2 1-2-1 1-1 1 0 0 1 .00010 .00010 .00010      .00000 .000097  .000000
 381 167 2 1-2-1 1 0 1 0 0 1 .00060 .00060 .00060      .00061 .000607 -.000001
 382   0 2 1-2-1 2 0 0 0 0-1 .00000 .00000 .00000      .00000 .000017  .000000
 383 168 2 1-2 0-1-3 0 0 0 1 .00006 .00006 .00006      .00000 .000052  .000000
 384 169 2 1-2 0-1-2 0 0 0 1 .00027 .00027 .00027      .00028 .000276  .000000
 385 170 3 1-2 0 0-2 0 0 0 2 .00007 .00007 .00007      .00000 .000065  .000000
 386 171 3 1-2 0 0-1 0 0 0 2 .00084 .00083 .00083      .00084 .000836  .000000
 387 172 3 1-2 0 0 0 0 0 0 2 .00212 .00212 .00212      .00211 .002112 -.000002
 388 173 2 1-2 0 0 0 1 0 0-1 .00006 .00006 .00006      .00000 .000052  .000000
 389 174 2 1-2 0 1-2 0 0 0 1 .00040 .00042 .00042      .00042 .000411  .000003
 390 175 2 1-2 0 1-1 0 0 0-1 .01360 .01361 .01361      .01360 .013607 -.000003
 391 176 2 1-2 0 1 0 0 0 0-1 .07217 .07216 .07214 Q1   .07216 .072136 -.000035
 392   0 4 1-2 0 1 0 0 0 0-1 .00000 .00000 .00000      .00000 .000024  .000000
 393   0 3 1-2 0 2-1 0 0 0 0 .00000 .00000 .00000      .00000 .000019  .000000
 394 177 3 1-2 0 2 0 0 0 0 2 .00013 .00013 .00013      .00013 .000130  .000000
 395   0 3 1-2 0 2 1 0 0 0 0 .00000 .00000 .00000      .00000 .000016  .000000
 396 178 2 1-2 0 3 0 0 0 0 1 .00020 .00020 .00020      .00019 .000195  .000000
 397   0 2 1-2 0 3 1 0 0 0 1 .00000 .00000 .00000      .00000 .000022  .000000
 398   0 2 1-2 1-1-1 1 0 0 1 .00000 .00000 .00000      .00000 .000022  .000000
 399 179 2 1-2 1-1 0 1 0 0 1 .00014 .00013 .00013      .00013 .000133  .000000
 400 180 2 1-2 1 0-1 0 0 0 1 .00007 .00007 .00007      .00000 .000072  .000000
 401   0 3 1-2 1 0 0-1 0 0 2 .00000 .00000 .00000      .00000 .000012  .000000
 402 181 2 1-2 1 0 0 0 0 0 1 .00039 .00039 .00039      .00039 .000390 -.000001
 403 182 2 1-2 1 1-1-1 0 0-1 .00011 .00011 .00011      .00011 .000109  .000000
 404 183 2 1-2 1 1 0-1 0 0-1 .00066 .00066 .00066      .00068 .000673 -.000001
 405   0 2 1-2 1 1 0 1 0 0-1 .00000 .00000 .00000      .00000 .000013  .000000
 406   0 2 1-2 1 1 1 1 0 0 1 .00000 .00000 .00000      .00000 .000009  .000000
 407 184 2 1-2 2-1-2 0 0 0 1 .00007 .00007 .00007      .00000 .000077  .000000
 408 185 2 1-2 2-1-1 0 0 0-1 .00259 .00259 .00259      .00258 .002584  .000000
 409 186 2 1-2 2-1 0 0 0 0-1 .01371 .01371 .01371 RO1  .01371 .013702 -.000006
 410   0 4 1-2 2-1 0 0 0 0-1 .00000 .00000 .00000      .00000 .000005  .000000
 411   0 3 1-2 2 0-1 0 0 0 0 .00000 .00000 .00000      .00000 .000027  .000000
 412 187 3 1-2 2 0 0 0 0 0 2 .00018 .00018 .00018      .00018 .000181  .000000
 413   0 2 1-2 2 1-1 0 0 0-1 .00000 .00000 .00000      .00000 .000021  .000000
 414 188 2 1-2 2 1 0 0 0 0 1 .00079 .00079 .00079      .00078 .000789  .000000
 415 189 2 1-2 2 1 1 0 0 0-1 .00024 .00024 .00024      .00024 .000244  .000000
 416 190 2 1-2 3-1-1-1 0 0-1 .00011 .00011 .00011      .00011 .000116  .000000
 417 191 2 1-2 3-1 0-1 0 0-1 .00063 .00063 .00063      .00064 .000630  .000000
 418   0 3 1-2 3 0 0-1 0 0 2 .00000 .00000 .00000      .00000 .000012  .000000
 419 192 2 1-2 3 1 0-1 0 0 1 .00006 .00006 .00006      .00000 .000057  .000000
 420   0 2 1-2 3 1 1-1 0 0-1 .00000 .00000 .00000      .00000 .000009  .000000
 421   0 2 1-2 4-1 0-2 0 0-1 .00000 .00000 .00000      .00000 .000023  .000000
 422 193 2 1-2 4-1 0 0 0 0 1 .00017 .00017 .00017      .00014 .000151  .000000
 423   0 2 1-2 4-1 1 0 0 0-1 .00000 .00000 .00000      .00000 .000045  .000000
 424   0 2 1-2 5-1 0-1 0 0 1 .00000 .00000 .00000      .00000 .000017  .000000
 425   0 2 1-1-3 2 0 1 0 0 1 .00000 .00000 .00000      .00000 .000046  .000000
 426   0 2 1-1-2 0-3 0 0 0 1 .00000 .00000 .00000      .00000 .000028  .000000
 427 194 2 1-1-2 0-2 0 0 0 1 .00016 .00016 .00016      .00017 .000163  .000000
 428   0 2 1-1-2 0 0 2 0 0 1 .00000 .00000 .00000      .00000 .000013  .000000
 429   0 3 1-1-2 1-1 0 0 0 0 .00000 .00000 .00000      .00000 .000015  .000000
 430   0 3 1-1-2 1 0 0 0 0 0 .00000 .00000 .00000      .00000 .000029  .000000
 431 195 2 1-1-2 2-1 0 0 0 1 .00020 .00020 .00020      .00020 .000198  .000000
 432 196 2 1-1-2 2 0 0 0 0 1 .00114 .00114 .00114      .00113 .001132  .000000
 433 197 2 1-1-1 0-1 1 0 0 1 .00016 .00016 .00016      .00015 .000154  .000000
 434 198 2 1-1-1 0 0 1 0 0 1 .00129 .00129 .00129      .00130 .001296 -.000002
 435 199 2 1-1-1 1 0 0 0 0-1 .00006 .00006 .00006      .00000 .000057  .000000
 436   0 3 1-1-1 1 0 1 0 0 0 .00000 .00000 .00000      .00000 .000007  .000000
 437   0 2 1-1-1 2 0 1 0 0-1 .00000 .00000 .00000      .00000 .000033  .000000
 438   0 2 1-1 0-2-2 0 0 0-1 .00000 .00000 .00000      .00000 .000014  .000000
 439   0 3 1-1 0-1-2 0 0 0 0 .00000 .00000 .00000      .00000 .000008  .000000
 440   0 3 1-1 0-1-1 0 0 0 0 .00000 .00000 .00000      .00000 .000047  .000000
 441   0 2 1-1 0 0-3 0 0 0-1 .00000 .00000 .00000      .00000 .000021  .000000
 442 200 3 1-1 0-1 0 0 0 0 0 .00012 .00012 .00012      .00012 .000119  .000000
 443 201 2 1-1 0 0-2 0 0 0 1 .00218 .00218 .00218      .00218 .002178 -.000003
 444 202 2 1-1 0 0-1 0 0 0-1 .07105 .07107 .07107      .07105 .071081  .000020
 445   0 4 1-1 0 0-1 0 0 0-1 .00000 .00000 .00000      .00000 .000011  .000000
 446 203 2 1-1 0 0 0 0 0 0-1 .37700 .37690 .37683 O1   .37689 .376763 -.000178
 447   0 4 1-1 0 0 0 0 0 0-1 .00000 .00000 .00000      .00000 .000098  .000000
 448   0 2 1-1 0 0 1 0 0 0-1 .00000 .00000 .00000      .00000 .000015  .000000
 449   0 4 1-1 0 0 1 0 0 0 1 .00000 .00000 .00000      .00000 .000008  .000000
 450 204 3 1-1 0 1-1 0 0 0 0 .00017 .00017 .00017      .00016 .000160  .000000
 451 205 3 1-1 0 1 0 0 0 0 2 .00108 .00108 .00108      .00108 .001080  .000000
 452 206 3 1-1 0 1 1 0 0 0 0 .00015 .00013 .00015      .00014 .000141  .000000
 453 207 2 1-1 0 2-1 0 0 0-1 .00007 .00007 .00007      .00000 .000070  .000000
 454 208 2 1-1 0 2 0 0 0 0 1 .00243 .00244 .00244      .00243 .002429 -.000002
 455 209 2 1-1 0 2 1 0 0 0 1 .00039 .00040 .00040      .00040 .000396  .000000
 456   0 2 1-1 0 2 2 0 0 0-1 .00000 .00000 .00000      .00000 .000015  .000000
 457   0 2 1-1 1-1 0 0 0 0 1 .00000 .00000 .00000      .00000 .000014  .000000
 458 210 2 1-1 1 0-1-1 0 0-1 .00013 .00011 .00011      .00012 .000119  .000000
 459 211 2 1-1 1 0 0-1 0 0-1 .00109 .00109 .00109      .00115 .001141 -.000002
 460   0 2 1-1 1 0 0 1 0 0-1 .00000 .00000 .00000      .00000 .000055  .000000
 461   0 2 1-1 1 0 1 1 0 0 1 .00000 .00000 .00000      .00000 .000035  .000000
 462   0 3 1-1 1 1 0-1 0 0 2 .00000 .00000 .00000      .00000 .000008  .000000
 463   0 2 1-1 1 1 0 0 0 0-1 .00000 .00000 .00000      .00000 .000025  .000000
 464   0 2 1-1 1 2 0-1 0 0 1 .00000 .00000 .00000      .00000 .000030  .000000
 465   0 2 1-1 2-2-1 0 0 0 1 .00000 .00000 .00000      .00000 .000040  .000000
 466 212 2 1-1 2-2 0 0 0 0 1 .00022 .00022 .00022      .00021 .000215  .000000
 467   0 3 1-1 2-1-1 0 0 0 0 .00000 .00000 .00000      .00000 .000031  .000000
 468 213 3 1-1 2-1 0 0 0 0 2 .00022 .00022 .00022      .00021 .000210  .000000
 469   0 3 1-1 2-1 1 0 0 0 0 .00000 .00000 .00000      .00000 .000029  .000000
 470 214 2 1-1 2 0-1 0 0 0-1 .00014 .00014 .00014      .00014 .000140  .000000
 471   0 2 1-1 2 0 0-2 0 0-1 .00000 .00000 .00000      .00000 .000014  .000000
 472 215 2 1-1 2 0 0 0 0 0 1 .00493 .00493 .00493 TAU1 .00491 .004914 -.000002
 473 216 2 1-1 2 0 1 0 0 0-1 .00108 .00108 .00108      .00107 .001071  .000000
 474 217 2 1-1 2 0 2 0 0 0-1 .00007 .00007 .00007      .00000 .000072  .000000
 475   0 2 1-1 3-2 0-1 0 0 1 .00000 .00000 .00000      .00000 .000010  .000000
 476   0 3 1-1 3-1 0-1 0 0 2 .00000 .00000 .00000      .00000 .000009  .000000
 477   0 2 1-1 3 0-1-1 0 0-1 .00000 .00000 .00000      .00000 .000010  .000000
 478 218 2 1-1 3 0 0-1 0 0 1 .00033 .00033 .00033      .00033 .000324  .000000
 479   0 2 1-1 3 0 1-1 0 0-1 .00000 .00000 .00000      .00000 .000025  .000000
 480 219 2 1-1 4-2 0 0 0 0 1 .00009 .00009 .00009      .00000 .000092  .000000
 481   0 2 1-1 4-2 1 0 0 0 1 .00000 .00000 .00000      .00000 .000019  .000000
 482   0 2 1-1 4 0 0-2 0 0 1 .00000 .00000 .00000      .00000 .000015  .000000
 483   0 2 1 0-3 1-1 1 0 0 1 .00000 .00000 .00000      .00000 .000028  .000000
 484 220 2 1 0-3 1 0 1 0 0 1 .00013 .00013 .00013      .00014 .000133  .000000
 485   0 2 1 0-2-1-2 0 0 0-1 .00000 .00000 .00000      .00000 .000009  .000000
 486   0 3 1 0-2 0-1 0 0 0 0 .00000 .00000 .00000      .00000 .000025  .000000
 487   0 2 1 0-2 1-2 0 0 0-1 .00000 .00000 .00000      .00000 .000037  .000000
 488 221 2 1 0-2 1-1 0 0 0 1 .00063 .00063 .00063      .00063 .000629  .000000
 489 222 2 1 0-2 1 0 0 0 0 1 .00277 .00279 .00279      .00278 .002780  .000000
 490   0 2 1 0-1-1-1 1 0 0 1 .00000 .00000 .00000      .00000 .000010  .000000
 491   0 2 1 0-1-1 0 1 0 0 1 .00000 .00000 .00000      .00000 .000044  .000000
 492   0 2 1 0-1 0-1 0 0 0-1 .00000 .00000 .00000      .00000 .000012  .000000
 493 223 2 1 0-1 0 0 0 0 0-1 .00006 .00006 .00006      .00000 .000064  .000000
 494   0 3 1 0-1 0 0 1 0 0 0 .00000 .00000 .00000      .00000 .000012  .000000
 495 224 2 1 0-1 1 0 1 0 0-1 .00014 .00014 .00014      .00015 .000146  .000000
 496   0 2 1 0-1 1 1 1 0 0-1 .00000 .00000 .00000      .00000 .000036  .000000
 497 225 2 1 0 0-1-2 0 0 0-1 .00017 .00017 .00017      .00017 .000173  .000000
 498 226 2 1 0 0-1-1 0 0 0 1 .00197 .00197 .00197      .00197 .001972  .000001
 499 227 2 1 0 0-1 0 0 0 0 1 .01066 .01066 .01065      .01065 .010653 -.000005
 500   0 3 1 0 0 0-2 0 0 0 2 .00000 .00000 .00000      .00000 .000030  .000000
 501 228 3 1 0 0 0-1 0 0 0 0 .00098 .00098 .00098      .00098 .000977 -.000001
 502   0 2 1 0 0 0 0-1 0 0 1 .00000 .00000 .00000      .00000 .000014  .000000
 503 229 3 1 0 0 0 0 0 0 0 2 .00661 .00661 .00661      .00661 .006608  .000005
 504   0 2 1 0 0 0 0 1 0 0 1 .00000 .00000 .00000      .00000 .000037  .000000
 505 230 3 1 0 0 0 1 0 0 0 0 .00086 .00086 .00086      .00086 .000855 -.000001
 506 231 2 1 0 0 1-1 0 0 0-1 .00086 .00086 .00085      .00085 .000856  .000002
 507   0 3 1 0 0 0 2 0 0 0 2 .00000 .00000 .00000      .00000 .000013  .000000
 508 232 2 1 0 0 1 0 0 0 0 1 .02965 .02965 .02963 M1   .02964 .029631 -.000013
 509     4 1 0 0 1 0 0 0 0 1 .00000 .00000 .00000      .00000 .000013  .000000
 510 233 2 1 0 0 1 1 0 0 0 1 .00595 .00595 .00595      .00594 .005946  .000001
 511 234 2 1 0 0 1 2 0 0 0-1 .00016 .00017 .00016      .00017 .000167  .000000
 512   0 3 1 0 0 2 0 0 0 0 2 .00000 .00000 .00000      .00000 .000010  .000000
 513   0 2 1 0 1-1 0-1 0 0-1 .00000 .00000 .00000      .00000 .000012  .000000
 514   0 2 1 0 1-1 0 1 0 0-1 .00000 .00000 .00000      .00000 .000037  .000000
 515   0 3 1 0 1 0 0-1 0 0 2 .00000 .00000 .00000      .00000 .000010  .000000
 516 235 2 1 0 1 0 0 0 0 0-1 .00016 .00017 .00017      .00016 .000164  .000000
 517   0 2 1 0 1 0 1 0 0 0-1 .00000 .00000 .00000      .00000 .000036  .000000
 518 236 2 1 0 1 1 0-1 0 0 1 .00019 .00019 .00019      .00018 .000183  .000000
 519   0 2 1 0 1 1 1-1 0 0 1 .00000 .00000 .00000      .00000 .000046  .000000
 520   0 3 1 0 2-2 0 0 0 0 2 .00000 .00000 .00000      .00000 .000010  .000000
 521 237 2 1 0 2-1-1 0 0 0-1 .00016 .00016 .00016      .00016 .000164  .000000
 522 238 2 1 0 2-1 0 0 0 0 1 .00566 .00568 .00566 CHI1 .00566 .005667 -.000003
 523 239 2 1 0 2-1 1 0 0 0 1 .00124 .00125 .00125      .00124 .001244  .000000
 524   0 2 1 0 2-1 2 0 0 0-1 .00000 .00000 .00000      .00000 .000029  .000000
 525   0 3 1 0 2 0 0 0 0 0 2 .00000 .00000 .00000      .00000 .000027  .000000
 526   0 3 1 0 2 0 1 0 0 0 0 .00000 .00000 .00000      .00000 .000017  .000000
