>
     0.000000  -3.1682E+02
     0.002733  -5.1725E+01
     0.005465  -6.3467E+01
     0.008198  -3.2488E+01
     0.010931  -2.6107E+01
     0.013663  -3.8704E+01
     0.016396  -3.0641E+01
     0.019129  -3.7047E+01
     0.021861  -4.4352E+01
     0.024594  -3.1827E+01
     0.027327  -4.3591E+01
     0.030059  -3.1042E+01
     0.032792  -3.4221E+01
     0.035525  -4.3525E+01
     0.038257  -4.4574E+01
     0.040990  -3.1575E+01
     0.043722  -3.1601E+01
     0.046455  -4.2702E+01
     0.049188  -3.8038E+01
     0.051920  -3.1417E+01
     0.054653  -3.8206E+01
     0.057386  -3.7097E+01
     0.060118  -5.5370E+01
     0.062851  -3.5064E+01
     0.065584  -4.2507E+01
     0.068316  -4.0262E+01
     0.071049  -3.8789E+01
     0.073782  -4.4142E+01
     0.076514  -4.2169E+01
     0.079247  -3.0746E+01
     0.081980  -4.1175E+01
     0.084712  -3.9885E+01
     0.087445  -4.8965E+01
     0.090178  -3.3615E+01
     0.092910  -4.7910E+01
     0.095643  -4.1912E+01
     0.098376  -3.3188E+01
     0.101108  -3.4231E+01
     0.103841  -5.3108E+01
     0.106574  -3.9119E+01
     0.109306  -4.9371E+01
     0.112039  -3.4811E+01
     0.114772  -4.0441E+01
     0.117504  -3.4496E+01
     0.120237  -3.9496E+01
     0.122969  -3.9018E+01
     0.125702  -3.7657E+01
     0.128435  -5.5507E+01
     0.131167  -3.3736E+01
     0.133900  -3.9576E+01
     0.136633  -3.7297E+01
     0.139365  -4.4192E+01
     0.142098  -4.2448E+01
     0.144831  -3.9923E+01
     0.147563  -4.9711E+01
     0.150296  -4.1371E+01
     0.153029  -4.7582E+01
     0.155761  -5.3958E+01
     0.158494  -3.8292E+01
     0.161227  -4.5309E+01
     0.163959  -4.5520E+01
     0.166692  -4.1931E+01
     0.169425  -4.2173E+01
     0.172157  -4.5243E+01
     0.174890  -3.9503E+01
     0.177623  -4.0918E+01
     0.180355  -4.1860E+01
     0.183088  -4.8808E+01
     0.185821  -4.0857E+01
     0.188553  -4.4724E+01
     0.191286  -4.0188E+01
     0.194019  -4.2795E+01
     0.196751  -4.2661E+01
     0.199484  -4.3671E+01
     0.202216  -4.0512E+01
     0.204949  -4.3346E+01
     0.207682  -4.6030E+01
     0.210414  -4.1275E+01
     0.213147  -4.0266E+01
     0.215880  -5.3627E+01
     0.218612  -3.8854E+01
     0.221345  -4.6392E+01
     0.224078  -3.9991E+01
     0.226810  -4.9348E+01
     0.229543  -5.3838E+01
     0.232276  -4.5599E+01
     0.235008  -4.3845E+01
     0.237741  -5.2262E+01
     0.240474  -3.7289E+01
